w,,,,,,,,,,,,
,A2. Soldat de Premier,not found,Full Ranker,SovietYT99,<@705966799874818068>,https://www.roblox.com/users/1228352651/profile,10,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,seanbadayos,<@1422980945228861520>,https://www.roblox.com/users/1314026787/profile,10,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,therealbonnierobot,<@845555355010334731>,https://www.roblox.com/users/683521624/profile,11,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,WittleDaniel,<@645977281281523722>,https://www.roblox.com/users/985478009/profile,9,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,Iam_USA,<@1001107811494805586>,https://www.roblox.com/users/1388657291/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,Mavenplayz1000,<@840500709706563596>,https://www.roblox.com/users/2417224475/profile,9,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,1alden_dadcool,<@1093785365841715200>,https://www.roblox.com/users/2869190588/profile,3,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,aresyn_7,<@1426951159423307858>,https://www.roblox.com/users/9708060173/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,nabielzx,<@1316589261167792220>,https://www.roblox.com/users/2499596085/profile,1,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,Levi_ackerman2736,<@1244941280807751781>,https://www.roblox.com/users/3334301376/profile,3,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,nicnicspy,<@933260283630198794>,https://www.roblox.com/users/2373782102/profile,9,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,barrry073,<@1475456150118989824>,https://www.roblox.com/users/8808289538/profile,11,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,ItsmeMasterV,<@730734172800417833>,https://www.roblox.com/users/1165612536/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,fidikrjfkrkejfn,<@1287719388954230825>,https://www.roblox.com/users/2406826320/profile,10,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,Jalthea_07,<@1492774232319594557>,https://www.roblox.com/users/9659874992/profile,4,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,veloriix,<@1141601827629060196>,https://www.roblox.com/users/531873510/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,Lemon_thing66,<@1018915451583070290>,https://www.roblox.com/users/2683801986/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,Sauterday3rd,<@1060493865154531359>,https://www.roblox.com/users/4300616095/profile,8,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,0_0YTM,<@864802898055790592>,https://www.roblox.com/users/1747050528/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,Homersimpson67201,<@1483621949635694622>,https://www.roblox.com/users/10691948994/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,aiden412boi,<@1192765908876275764>,https://www.roblox.com/users/4120427737/profile,9,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,DivinianJames,<@702285750460481576>,https://www.roblox.com/users/1001546221/profile,4,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,T1durD1buku,<@875701597349478451>,https://www.roblox.com/users/2665823950/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,improo1038,<@1010097684524302336>,https://www.roblox.com/users/6063814468/profile,13,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,abattakan1,<@894925325518110752>,https://www.roblox.com/users/7163516452/profile,13,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,hing3325,<@1332200354841890866>,https://www.roblox.com/users/736848111/profile,1,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,Deadbydaylight_funJ2,<@279954039171579904>,https://www.roblox.com/users/1507151033/profile,7,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,Corsacus08,<@839686971214266378>,https://www.roblox.com/users/5531181853/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,keaidehaoge,<@1358208968555626646>,https://www.roblox.com/users/7876195618/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,CodifiedLUtility,<@742298975809568808>,https://www.roblox.com/users/8721747497/profile,1,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,KAROP170,<@1174344995189297206>,https://www.roblox.com/users/5655000045/profile,8,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,zhds719,<@1441198112969457905>,https://www.roblox.com/users/9218061376/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,pro1223_2,<@1155384077780799499>,https://www.roblox.com/users/4294521328/profile,13,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,PAL873,<@1079669866858041381>,https://www.roblox.com/users/2529432858/profile,8,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,natoypogigamer,<@1036137200477282355>,https://www.roblox.com/users/2570947145/profile,0,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,tushargogoi,<@909701369181650966>,https://www.roblox.com/users/1382183864/profile,4,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,vyomgamerisbest123,<@916665520835661844>,https://www.roblox.com/users/1830652496/profile,8,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,TheoristOfGames,<@610346762397548544>,https://www.roblox.com/users/834101848/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,HowtomakeanameinRB,<@964545045334220892>,https://www.roblox.com/users/3322496220/profile,4,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,jamoxz2015,<@1451840379992150171>,https://www.roblox.com/users/8995391150/profile,3,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,J_angam,<@1153934502054346782>,https://www.roblox.com/users/8260065541/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,Alisherkska,<@1337071569595269252>,https://www.roblox.com/users/6151015998/profile,9,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,Vagesman125,<@1003251518906040340>,https://www.roblox.com/users/3213876820/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,Labaro8901,<@1164532483832946698>,https://www.roblox.com/users/4102724619/profile,9,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,fizz12343,<@1320188334030721095>,https://www.roblox.com/users/5249146838/profile,4,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,Nerdard20,<@952631899782778940>,https://www.roblox.com/users/1130439410/profile,8,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,Ykflsy,<@1268719586425962686>,https://www.roblox.com/users/4148347639/profile,3,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,Benjamin_playz230,<@1090635636400214077>,https://www.roblox.com/users/3162301162/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,Baconmanns_16,<@1148970001651466281>,https://www.roblox.com/users/2909770225/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,Berserk0961,<@1041708418395803658>,https://www.roblox.com/users/3935655467/profile,7,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,Squid_insea,<@1283749706408661033>,https://www.roblox.com/users/7244352309/profile,12,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,mrdooogooo13,<@1220710415504248892>,https://www.roblox.com/users/3042358586/profile,11,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,kajihatake,<@1084731943528181811>,https://www.roblox.com/users/4634683543/profile,12,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,TGCream123,<@863985556194066443>,https://www.roblox.com/users/2720940407/profile,7,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,huifufa,<@1400729230798487622>,https://www.roblox.com/users/5782168649/profile,4,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,bad_12boy33,<@1465404429766492230>,https://www.roblox.com/users/1398035985/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,XinYiplays26,<@977573353688821800>,https://www.roblox.com/users/3073281734/profile,11,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,xXF4KESXx,<@918595017940029470>,https://www.roblox.com/users/2022003879/profile,10,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,Cedric_Jr8, <@1273910573800886328>,https://www.roblox.com/users/7213052938/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,kescottak107,<@1386911492837740614>,https://www.roblox.com/users/7700023548/profile,5,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,Robloxan20063,<@1266771190521794600>,https://www.roblox.com/users/1713813394/profile,7,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,Aslivety,<@1470966360946376927>,https://www.roblox.com/users/7228011086/profile,4,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,RobotXD2345,<@562479922476482561>,https://www.roblox.com/users/1010154938/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,1540gt,<@708205154868002856>,https://www.roblox.com/users/1368965691/profile,7,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,dariusfa,<@401651153336664064>,https://www.roblox.com/users/330078866/profile,8,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,D4_2XX,<@1346049328417869874>,https://www.roblox.com/users/4848705176/profile,10,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,2ndbrobro,<@1098923729897144470>,https://www.roblox.com/users/755429158/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,SuqqwySuqqwyALT,<@586724920214421504>,https://www.roblox.com/users/2943203317/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,pun262626,<@998570634747596800>,https://www.roblox.com/users/120016146/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,DrooLMain,<@985757252717776936>,https://www.roblox.com/users/1469077171/profile,8,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,jmjmooooo,<@1317393090549514310>,https://www.roblox.com/users/3450122082/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,mana_abangkun,<@1470693056801013874>,https://www.roblox.com/users/9980470645/profile,13,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,sean_aaron6,<@795935862822535168>,https://www.roblox.com/users/2888849186/profile,14,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,iosifof1,<@1022436001106378793>,https://www.roblox.com/users/1285361300/profile,8,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,HypertacTV_799HTPC,<@1033398612492816475>,https://www.roblox.com/users/9010814190/profile,4,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,hiodef,<@1023966631606616146>,https://www.roblox.com/users/861428253/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,aabis321_2,<@705081990654853141>,https://www.roblox.com/users/1745148100/profile,7,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,seantrekliam123,<@766897365956296744>,https://www.roblox.com/users/1095480541/profile,1,TRUE,,,,
,A2. Soldat de Premier,not found,Missing,Kaschi_77,<@1351600927093686357>,https://www.roblox.com/users/1811500263/profile,3,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,HARPOONMATERS,<@838769404346368020>,https://www.roblox.com/users/415853492/profile,6,TRUE,,,,
,A2. Soldat de Premier,not found,Full Ranker,sussyopgamer100,<@1469500087829790812>,https://www.roblox.com/users/4310599818/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Ta3is9,<@1498635482815266906>,https://www.roblox.com/users/3312680533/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,NPC_IDKx,<@1269478586927022135>,https://www.roblox.com/users/4710673838/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Hawatouyo,<@1396408716860981252>,https://www.roblox.com/users/6103009479/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,dooshik_drider,<@702655349274050572>,https://www.roblox.com/users/4921406661/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,FreeFairout913645,<@1370757547291705445>,https://www.roblox.com/users/3666402670/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,LeonalLM,<@477110235757019137>,https://www.roblox.com/users/274565171/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,prouser02212,<@895923129648554004>,https://www.roblox.com/users/3145273266/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Plague_Hussar,<@730577517408288778>,https://www.roblox.com/users/2294882888/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,jgghkjbv,<@1416756812035657780>,https://www.roblox.com/users/7035737498/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,distortedgraffiti86,<@826663306147397652>,https://www.roblox.com/users/2597817151/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,flash133220,<@1529881498654609502>,https://www.roblox.com/users/4899628096/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,supawitad,<@1099337081060335626>,https://www.roblox.com/users/1619362806/profile,4,TRUE,,,,
,A1. Soldat,"4eme Fusiliers ""Borodino""",Full Ranker,Lootherey,<@1409932707101806764>,https://www.roblox.com/users/1264974763/profile,4,FALSE,,,,
,A1. Soldat,not found,Full Ranker,Lord_Liami,<@1116187704049291395>,https://www.roblox.com/users/4825977216/profile,3,TRUE,,,,
,A1. Soldat,"4eme Fusiliers ""Borodino""",Full Ranker,eijispink_sweater,<@984678482426626089>,https://www.roblox.com/users/1854883283/profile,3,FALSE,,,,
,A1. Soldat,not found,Full Ranker,Shdhddjjs,<@780433337500041277>,https://www.roblox.com/users/1769971780/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,RAFAEL194500,<@1004420459317706803>,https://www.roblox.com/users/1956475493/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,ASKA_REIHAN,<@1351214282401906821>,https://www.roblox.com/users/5855708390/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,974835,<@1147267490028732436>,https://www.roblox.com/users/2576776388/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Fastscope_fox,<@1383219643338194984>,https://www.roblox.com/users/1596397452/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Robloxian135263544,<@820866375568064523>,https://www.roblox.com/users/2506756960/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,BaconryBaconYTRBX,<@1480416624463974516>,https://www.roblox.com/users/7656979307/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,fireupliam2,<@949192033044693022>,https://www.roblox.com/users/1838984497/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Amirrresh927,<@983268379907477556>,https://www.roblox.com/users/2289705708/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Siop_MElol,<@1309921714641309758>,https://www.roblox.com/users/11072187517/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Pongsa007ss,<@907529027395391519>,https://www.roblox.com/users/7550043686/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,johan0804,<@1381209008572203081>,https://www.roblox.com/users/1537212564/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,SCOUT_PANCAKEdog,<@1383634243221196831>,https://www.roblox.com/users/2536495496/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,ohhhhhhhhhhuhhuhhh,<@1256547600107311145>,https://www.roblox.com/users/3872179589/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,BeachWhoAreU,<@1512495320691638382>,https://www.roblox.com/users/2643124080/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,leegdfts,<@1149311433910259712>,https://www.roblox.com/users/368061201/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Liamboy675,<@1159353471271718952>,https://www.roblox.com/users/2004641113/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,TahaPro_5678,<@1400611651644031037>,https://www.roblox.com/users/9416437354/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,ken35668,<@1437004956208070788>,https://www.roblox.com/users/2640842460/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Lofaamation,<@832185449342435359>,https://www.roblox.com/users/2993292316/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,blaine0330,<@1175048807927525386>,,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,johhan0804,<@1381209008572203081>,https://www.roblox.com/users/1537212564/profile,6,TRUE,,,,
,A1. Soldat,not found,Full Ranker,PRZ1_TH,<@1238102573630885914>,https://www.roblox.com/users/2745999523/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,baconbrothercoll,<@1480910333253124146>,https://www.roblox.com/users/3853412906/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Zaky_MFR,<@1030827832328331264>,https://www.roblox.com/users/2525178185/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,xinediy,<@815237265629511711>,https://www.roblox.com/users/3982777950/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,yamgamer2021,<@603944964560388096>,https://www.roblox.com/users/2686696705/profile,5,TRUE,,,,
,A1. Soldat,not found,Full Ranker,bosstax9,<@1492660396673466369>,https://www.roblox.com/users/7646881402/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,obbywan_2,<@1242861411726524487>,https://www.roblox.com/users/1307035852/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,DON16DO,<@1132231017525166110>,https://www.roblox.com/users/3468309064/profile,3,TRUE,,,,
,A1. Soldat,not found,Merc,Jailmate2367,<@711486306907193364>,https://www.roblox.com/users/1587830762/profile,8,TRUE,,,,
,A1. Soldat,not found,Full Ranker,therenogamehere2356,<@805764949594603590>,https://www.roblox.com/users/861607842/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,diiakisw12alt1,<@1487041009631363094>,https://www.roblox.com/users/4147036440/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,seanelmo24,<@1371799688831041567>,https://www.roblox.com/users/2554796999/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Trexsamt,<@1507771642015908000>,https://www.roblox.com/users/4702577740/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,AviaSuper1,<@692988656360620074>,https://www.roblox.com/users/3110967298/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,terrysjs1,<@1268751213999165521>,https://www.roblox.com/users/7611496787/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,GuessTheBest12345,<@1492055588245602407>,https://www.roblox.com/users/2732214191/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Onebro08,<@1522766287917551656>,https://www.roblox.com/users/7910939025/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,jaiant06,<@1357699888330051778>,https://www.roblox.com/users/3495474079/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,zeroIIza,<@1513827195666174037>,,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,WaynePlayzYT1,<@798557030163939350>,https://www.roblox.com/users/3001278539/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,dicedonionandmeat,<@1240504392948514816>,https://www.roblox.com/users/3001278539/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,pwnlicious,<@1118705198035128381>,https://www.roblox.com/users/7036137821/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Gokuxwot,<@879991428875436063>,https://www.roblox.com/users/4319039844/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,doomy12607,<@890926761754361857>,https://www.roblox.com/users/1561175372/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Rxlt09,<@1257234670886584446>,https://www.roblox.com/users/3309275130/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,fgjbuyvg,<@1343020959690391633>,https://www.roblox.com/users/7301882639/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,WorstKD,<@831479548356984852>,https://www.roblox.com/users/1427433695/profile,0,TRUE,,,,
,A1. Soldat,not found,Merc,replxka,<@1227465106590535700>,https://www.roblox.com/users/1625114998/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,jamkep,<@712184073019457607>,https://www.roblox.com/users/1027390689/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,mrwatermelonmandude,<@1204330837102043186>,https://www.roblox.com/users/2860632388/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,bruhhshshshshs,<@1390687864542724176>,https://www.roblox.com/users/3788989874/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,playlucario125,<@962840601760505946>,https://www.roblox.com/users/3049412287/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,playlucario1219,,https://www.roblox.com/users/3504098817/profile,1,TRUE,,,,
,A1. Soldat,"4eme Fusiliers ""Borodino""",Full Ranker,jupitersoff,<@814417876181712896>,https://www.roblox.com/users/2598848325/profile,2,FALSE,,,,
,A1. Soldat,not found,Missing,yomicha802869,<@1500073436830105740>,https://www.roblox.com/users/8660745327/profile,0,TRUE,,,,
,A1. Soldat,not found,Missing,Mercilessghost099,<@775560087656988713>,https://www.roblox.com/users/1772991032/profile,0,TRUE,,,,
,A1. Soldat,not found,Missing,Ihhirkdk,<@1048414814717890560>,https://www.roblox.com/users/3213631407/profile,3,TRUE,,,,
,A1. Soldat,not found,Missing,ArmandoVRosetti,<@1436885798606864489>,https://www.roblox.com/users/5491827220/profile,1,TRUE,,,,
,A1. Soldat,not found,Missing,ethanelastronauta,<@1498580015053275136>,https://www.roblox.com/users/1069837134/profile,0,TRUE,,,,
,A1. Soldat,not found,Missing,SlowLifeX,<@908334486662565919>,https://www.roblox.com/users/982486411/profile,2,TRUE,,,,
,A1. Soldat,not found,Missing,HARDWOOD_000,<@928276099723558932>,https://www.roblox.com/users/3506116598/profile,2,TRUE,,,,
,A1. Soldat,not found,Missing,vieriii12,<@1027923202065825913>,https://www.roblox.com/users/3115387433/profile,3,TRUE,,,,
,A1. Soldat,not found,Missing,Magsaydo,<@1517492439571632178>,https://www.roblox.com/users/8738805811/profile,3,TRUE,,,,
,A1. Soldat,not found,Missing,felixyzyv,<@1514865362418794506>,https://www.roblox.com/users/10039149783/profile,2,TRUE,,,,
,A1. Soldat,not found,Missing,zakay12390,<@1452583740126662668>,https://www.roblox.com/users/4722727023/profile,0,TRUE,,,,
,A1. Soldat,not found,Missing,KermitTheTanker,<@1410618037014626437>,https://www.roblox.com/users/7971591718/profile,0,TRUE,,,,
,A1. Soldat,not found,Missing,Man_har2,<@1448948475835453500>,https://www.roblox.com/users/6194447307/profile,0,TRUE,,,,
,A1. Soldat,not found,Missing,leifreza,<@1286286852822929502>,,0,TRUE,,,,
,A1. Soldat,not found,Missing,Tanjinxpro,<@1210550777257529346>,https://www.roblox.com/users/2622039037/profile,2,TRUE,,,,
,A1. Soldat,not found,Missing,666csz,<@1480786984879526040>,https://www.roblox.com/users/8575363297/profile,0,TRUE,,,,
,A1. Soldat,not found,Missing,zjaniela6,<@928276099723558932>,https://www.roblox.com/users/757193392/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Iamsocool_1919,<@1385673093577445507>,https://www.roblox.com/users/3434462447/profile,0,TRUE,,,,
,A1. Soldat,not found,Missing,Thedeathbaco,<@1503756366337151017>,https://www.roblox.com/users/1969664570/profile,0,TRUE,,,,
,A1. Soldat,not found,Merc,Kazagumo_Kaini,<@1469035266441216040>,https://www.roblox.com/users/1313834228/profile?friendshipSourceType=PlayerSearch,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Borresaccont2,<@1501821681545646152>,https://www.roblox.com/users/9947437059/profile,3,TRUE,,,,
,A1. Soldat,not found,Trial Ranker,Maber_110,<@703586282961371246>,https://www.roblox.com/users/1492638327/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Iluv6Beta,<@1331110750399234179>,https://www.roblox.com/users/7065693853/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Experienced_Legend,<@848816418619129867>,https://www.roblox.com/users/1535323189/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,jmgamer089,<@795121491435585596>,https://www.roblox.com/users/565802965/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Im_lesbian1424,<@1489815051719413870>,https://www.roblox.com/users/10311562255/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,JideBailen,<@1330713211556728884>,https://www.roblox.com/users/9672895177/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,TaoKhongCamGlock,<@1451206165701726277>,https://www.roblox.com/users/3433555643/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,shadow_dragon8642x2,<@1028452953880797275>,https://www.roblox.com/users/1440512867/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,R4AIDERS,<@1273626356554535017>,https://www.roblox.com/users/2795830839/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,gobutwhoanime,<@1001860709551980614>,https://www.roblox.com/users/2455890210/profile,0,TRUE,,,,
,A1. Soldat,not found,Trial Ranker,zhoukk120,<@1370955575105421457>,https://www.roblox.com/users/4638459082/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,OlivierDutch,<@1504146837186019620>,https://www.roblox.com/users/1047843382/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Clon75675,<@1368566713838338170>,https://www.roblox.com/users/2054137427/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,muazamkalingpacay,<@1478283640986271844>,https://www.roblox.com/users/10807568814/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Whineylamb,<@805920882962858034>,https://www.roblox.com/users/409320862/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Ilikehistory1812,<@1460228124389408798>,https://www.roblox.com/users/10480095944/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,RobloxSupportMalachi,<@1500116781652508672>,https://www.roblox.com/users/4236326231/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,IAM_NOTLA2Y,<@910408446518640670>,https://www.roblox.com/users/2445736378/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,Onixman631,<@1511571949334040576>,https://www.roblox.com/users/4898003125/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,kyloren_exia,<@712617274397294632>,https://www.roblox.com/users/556985218/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,MacoBoyo,<@1123306987430608926>,https://www.roblox.com/users/10975144542/profile,2,TRUE,,,,
,A1. Soldat,not found,Missing,.,,,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,rizzrul0,<@1411794052264755283>,https://www.roblox.com/users/8183268119/profile,0,TRUE,,,,
,A1. Soldat,not found,Full Ranker,qichen11111,<@1366647646311415878>,https://www.roblox.com/users/4795266901/profile,3,TRUE,,,,
,A1. Soldat,not found,Full Ranker,no1yunu,<@1476168982154444861>,https://www.roblox.com/users/3902509900/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,ImTheDanger1121gg,<@1118169107997667449>,https://www.roblox.com/users/10122928318/profile,2,TRUE,,,,
,A1. Soldat,not found,Full Ranker,HUTAOSMYLAB,<@820141840581001247>,https://www.roblox.com/users/4098492713/profile,4,TRUE,,,,
,A1. Soldat,not found,Full Ranker,DYRROTH7799,<@818475159123132416>,https://www.roblox.com/users/1509316899/profile,1,TRUE,,,,
,A1. Soldat,not found,Full Ranker,karlwaynepilapil2,<@1398433931996430428>,https://www.roblox.com/users/2842891567/profile,0,TRUE,,,,
